Folio,record_type,tipo,ramo,reinsurer,participation,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos ,interes_asegurable,limite_max_res ,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducible_General ,deducible_Robo ,deducible_Terremoto ,deducible_Electricos ,deducible_Ingresos ,prima_neta ,soporte,base_cobertura,territorialidad,jurisdiccion,dias_pago,anexos_clausulas,texto_clausulas,panel_participantes,moneda
NC/000047/2023/2024,Soporte,Reaseguro Facultativo,Transportes,Andromeda,8,Fideicomiso GDL,"Transporte Global, S.A.","Guadalajara, Jalisco",17/09/23 0:00,16/09/24 0:00,Operación de transporte terrestre,69131950,Daños materiales y pérdidas por cualquier causa,307508067,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71177,81621,25706,70709,68929,35292,8,Claims Made,México,Leyes mexicanas,37,"NMA 2737, NMA 2962, NMA 2738, Endorsement 1234, NMA 2705, LMA 6000A, NMA 2800, LMA 3105","Cooperacion de reclamos, Prevención de Robo; Control de Pérdidas; Exclusión de Guerra y Guerra Civil; Acción Razonable; Gastos de Defensa Incluidos; Control de Daños; Ampliación de Cobertura Y","Pegasus 9%, Cassiopeia 2%, Mars 17%, Orion 11%, Neptune 0%, Gemini 10%, Aquarius 5%, Venus 3%, Taurus 8%, Pisces 11%, Lyra 4%, Andromeda 8%, Scorpius 12%",USD
NC/000047/2023/2024,Soporte,Reaseguro Facultativo,Transportes,Scorpius,12,Fideicomiso GDL,"Transporte Global, S.A.","Guadalajara, Jalisco",17/09/23 0:00,16/09/24 0:00,Operación de transporte terrestre,69131950,Daños materiales y pérdidas por cualquier causa,307508067,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71177,81621,25706,70709,68929,52938,12,Claims Made,México,Leyes mexicanas,25,"NMA 2737, NMA 2962, NMA 2738, Endorsement 1234, NMA 2705, LMA 6000A, NMA 2800, LMA 3105, LMA 3200","Cooperacion de reclamos, Prevención de Robo; Control de Pérdidas; Exclusión de Guerra y Guerra Civil; Acción Razonable; Gastos de Defensa Incluidos; Control de Daños; Ampliación de Cobertura Y; Cobertura Extendida","Pegasus 9%, Cassiopeia 2%, Mars 17%, Orion 11%, Neptune 0%, Gemini 10%, Aquarius 5%, Venus 3%, Taurus 8%, Pisces 11%, Lyra 4%, Andromeda 8%, Scorpius 12%",USD
NC/000048/2022/2023,Pre-nota de Cobertura,Reaseguro Facultativo,Property,"Saturn, Perseus, Draco",100,Aseguradora del Norte,"Transporte Global, S.A.","Cancún, Quintana Roo",23/10/22 0:00,23/10/23 0:00,Propiedad inmobiliaria,93578665,Daños materiales y pérdidas por cualquier causa,248321498,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",78606,25551,66210,77008,55986,5997979,100,Ocurrencia,México,Leyes mexicanas,43,"NMA 2737, NMA 2962, NMA 464, LMA 6000A, LMA 3100A, LMA 3092, NMA 2800, LMA 3110, LMA 3105, NMA 2738, Endorsement 9101","Cooperacion de reclamos, Prevención de Robo; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Limitación de Sanciones; Control de Reclamos; Control de Daños; Cobertura Adicional X; Ampliación de Cobertura Y; Control de Pérdidas; Cláusula Complementaria","Saturn 74%, Perseus 26%",MXN
NC/000048/2022/2023,Soporte,Reaseguro Facultativo,Property,Saturn,74,Aseguradora del Norte,"Transporte Global, S.A.","Cancún, Quintana Roo",23/10/22 0:00,23/10/23 0:00,Propiedad inmobiliaria,93578665,Daños materiales y pérdidas por cualquier causa,248321498,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",78606,25551,66210,77008,55986,4438504,74,Ocurrencia,México,Leyes mexicanas,43,"NMA 2737, NMA 2962, NMA 464, LMA 6000A, LMA 3100A, LMA 3092, NMA 2800, LMA 3110, LMA 3105, NMA 2738, Endorsement 9101","Cooperacion de reclamos, Prevención de Robo; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Limitación de Sanciones; Control de Reclamos; Control de Daños; Cobertura Adicional X; Ampliación de Cobertura Y; Control de Pérdidas; Cláusula Complementaria","Saturn 74%, Perseus 26%",MXN
NC/000048/2022/2023,Soporte,Reaseguro Facultativo,Property,Perseus,26,Aseguradora del Norte,"Transporte Global, S.A.","Cancún, Quintana Roo",23/10/22 0:00,23/10/23 0:00,Propiedad inmobiliaria,93578665,Daños materiales y pérdidas por cualquier causa,248321498,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",78606,25551,66210,77008,55986,1559475,26,Ocurrencia,México,Leyes mexicanas,44,"NMA 2737, NMA 2962, NMA 464, LMA 6000A, LMA 3100A, LMA 3092, NMA 2800, LMA 3110, LMA 3105, NMA 2738, Endorsement 9101","Cooperacion de reclamos, Prevención de Robo; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Limitación de Sanciones; Control de Reclamos; Control de Daños; Cobertura Adicional X; Ampliación de Cobertura Y; Control de Pérdidas; Cláusula Complementaria","Saturn 74%, Perseus 26%",MXN
NC/000049/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Ambiental,"Scorpius, Jupiter, Gemini, UrsaMajor",100,Consorcio de Seguros México,Operadora Marina de México,"Tijuana, Baja California",04/04/19 0:00,03/04/20 0:00,Gestión medioambiental,25970946,Daños materiales y pérdidas por cualquier causa,277922187,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",70723,93619,35435,54311,54116,8786324,100,Claims Made,México,Leyes mexicanas,40,"NMA 2737, Endorsement 5678, NMA 464, LMA 3110, NMA 2705, NMA 2738, LMA 3100A, LMA 6000A, NMA 2962, Endorsement 9101, Endorsement 1234, NMA 2800","Cooperacion de reclamos, All Risks; Exclusión de Daños por Agua; Cobertura Adicional X; Acción Razonable; Control de Pérdidas; Limitación de Sanciones; Gastos de Defensa Incluidos; Prevención de Robo; Cláusula Complementaria; Exclusión de Guerra y Guerra Civil; Control de Daños","Scorpius 36%, Jupiter 14%, Gemini 29%, UrsaMajor 21%",MXN
NC/000049/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Scorpius,36,Consorcio de Seguros México,Operadora Marina de México,"Tijuana, Baja California",04/04/19 0:00,03/04/20 0:00,Gestión medioambiental,25970946,Daños materiales y pérdidas por cualquier causa,277922187,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",70723,93619,35435,54311,54116,3163077,36,Claims Made,México,Leyes mexicanas,42,"NMA 2737, Endorsement 5678, NMA 464, LMA 3110, NMA 2705, NMA 2738, LMA 3100A, LMA 6000A, NMA 2962, Endorsement 9101, Endorsement 1234, NMA 2800","Cooperacion de reclamos, All Risks; Exclusión de Daños por Agua; Cobertura Adicional X; Acción Razonable; Control de Pérdidas; Limitación de Sanciones; Gastos de Defensa Incluidos; Prevención de Robo; Cláusula Complementaria; Exclusión de Guerra y Guerra Civil; Control de Daños","Scorpius 36%, Jupiter 14%, Gemini 29%, UrsaMajor 21%",MXN
NC/000049/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Jupiter,14,Consorcio de Seguros México,Operadora Marina de México,"Tijuana, Baja California",04/04/19 0:00,03/04/20 0:00,Gestión medioambiental,25970946,Daños materiales y pérdidas por cualquier causa,277922187,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",70723,93619,35435,54311,54116,1230085,14,Claims Made,México,Leyes mexicanas,24,"NMA 2737, Endorsement 5678, NMA 464, LMA 3110, NMA 2705, NMA 2738, LMA 3100A, LMA 6000A, NMA 2962, Endorsement 9101, Endorsement 1234, NMA 2800","Cooperacion de reclamos, All Risks; Exclusión de Daños por Agua; Cobertura Adicional X; Acción Razonable; Control de Pérdidas; Limitación de Sanciones; Gastos de Defensa Incluidos; Prevención de Robo; Cláusula Complementaria; Exclusión de Guerra y Guerra Civil; Control de Daños","Scorpius 36%, Jupiter 14%, Gemini 29%, UrsaMajor 21%",MXN
NC/000049/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Gemini,29,Consorcio de Seguros México,Operadora Marina de México,"Tijuana, Baja California",04/04/19 0:00,03/04/20 0:00,Gestión medioambiental,25970946,Daños materiales y pérdidas por cualquier causa,277922187,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",70723,93619,35435,54311,54116,2548034,29,Claims Made,México,Leyes mexicanas,55,"NMA 2737, Endorsement 5678, NMA 464, LMA 3110, NMA 2705, NMA 2738, LMA 3100A, LMA 6000A, NMA 2962, Endorsement 9101, Endorsement 1234, NMA 2800","Cooperacion de reclamos, All Risks; Exclusión de Daños por Agua; Cobertura Adicional X; Acción Razonable; Control de Pérdidas; Limitación de Sanciones; Gastos de Defensa Incluidos; Prevención de Robo; Cláusula Complementaria; Exclusión de Guerra y Guerra Civil; Control de Daños","Scorpius 36%, Jupiter 14%, Gemini 29%, UrsaMajor 21%",MXN
NC/000049/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,UrsaMajor,21,Consorcio de Seguros México,Operadora Marina de México,"Tijuana, Baja California",04/04/19 0:00,03/04/20 0:00,Gestión medioambiental,25970946,Daños materiales y pérdidas por cualquier causa,277922187,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",70723,93619,35435,54311,54116,1845128,21,Claims Made,México,Leyes mexicanas,54,"NMA 2737, Endorsement 5678, NMA 464, LMA 3110, NMA 2705, NMA 2738, LMA 3100A, LMA 6000A, NMA 2962, Endorsement 9101, Endorsement 1234, NMA 2800","Cooperacion de reclamos, All Risks; Exclusión de Daños por Agua; Cobertura Adicional X; Acción Razonable; Control de Pérdidas; Limitación de Sanciones; Gastos de Defensa Incluidos; Prevención de Robo; Cláusula Complementaria; Exclusión de Guerra y Guerra Civil; Control de Daños","Scorpius 36%, Jupiter 14%, Gemini 29%, UrsaMajor 21%",MXN
NC/000050/2016/2017,Pre-nota de Cobertura,Reaseguro Facultativo,Embarcaciones,Orion,100,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Puebla, Puebla",26/04/16 0:00,26/04/17 0:00,Transporte marítimo,67306502,Daños materiales y pérdidas por cualquier causa,24111130,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92616,95009,68353,81263,92305,6154838,100,Ocurrencia,México,Leyes mexicanas,50,"NMA 2737, NMA 2738, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Control de Pérdidas; All Risks; Protección Legal",Orion 100%,MXN
NC/000050/2016/2017,Soporte,Reaseguro Facultativo,Embarcaciones,Orion,100,Consorcio de Seguros México,"Tecnologías Avanzadas, S.A.","Puebla, Puebla",26/04/16 0:00,26/04/17 0:00,Transporte marítimo,67306502,Daños materiales y pérdidas por cualquier causa,24111130,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",92616,95009,68353,81263,92305,6154838,100,Ocurrencia,México,Leyes mexicanas,53,"NMA 2737, NMA 2738, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Control de Pérdidas; All Risks; Protección Legal",Orion 100%,MXN
NC/000051/2020/2021,Pre-nota de Cobertura,Reaseguro Facultativo,Transportes,"Cassiopeia, Phoenix",100,Protección Total S.A.,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",27/03/20 0:00,27/03/21 0:00,Operación de transporte terrestre,86871687,Daños materiales y pérdidas por cualquier causa,325565200,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",36912,76704,85911,27263,36274,3152834,100,Ocurrencia,México,Leyes mexicanas,53,"NMA 2737, Endorsement 1234, NMA 464, NMA 2705, LMA 3105","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y","Cassiopeia 7%, Phoenix 93%",USD
NC/000051/2020/2021,Soporte,Reaseguro Facultativo,Transportes,Cassiopeia,7,Protección Total S.A.,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",27/03/20 0:00,27/03/21 0:00,Operación de transporte terrestre,86871687,Daños materiales y pérdidas por cualquier causa,325565200,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",36912,76704,85911,27263,36274,220698,7,Ocurrencia,México,Leyes mexicanas,38,"NMA 2737, Endorsement 1234, NMA 464, NMA 2705, LMA 3105","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y","Cassiopeia 7%, Phoenix 93%",USD
NC/000051/2020/2021,Soporte,Reaseguro Facultativo,Transportes,Phoenix,93,Protección Total S.A.,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",27/03/20 0:00,27/03/21 0:00,Operación de transporte terrestre,86871687,Daños materiales y pérdidas por cualquier causa,325565200,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",36912,76704,85911,27263,36274,2932136,93,Ocurrencia,México,Leyes mexicanas,25,"NMA 2737, Endorsement 1234, NMA 464, NMA 2705, LMA 3105","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y","Cassiopeia 7%, Phoenix 93%",USD
NC/000052/2024/2025,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Civil,Taurus,100,Grupo Financiero Unión,Servicios Financieros Unión,"Cancún, Quintana Roo",03/09/24 0:00,03/09/25 0:00,Prestación de servicios,23633927,Daños materiales y pérdidas por cualquier causa,327724738,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",40210,42439,99316,64252,93874,9841631,100,Ocurrencia,México,Leyes mexicanas,56,"NMA 2737, NMA 2738, LMA 3092","Cooperacion de reclamos, Control de Pérdidas; Control de Reclamos",Taurus 100%,MXN
NC/000052/2024/2025,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Taurus,100,Grupo Financiero Unión,Servicios Financieros Unión,"Cancún, Quintana Roo",03/09/24 0:00,03/09/25 0:00,Prestación de servicios,23633927,Daños materiales y pérdidas por cualquier causa,327724738,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",40210,42439,99316,64252,93874,9841631,100,Ocurrencia,México,Leyes mexicanas,36,"NMA 2737, NMA 2738, LMA 3092","Cooperacion de reclamos, Control de Pérdidas; Control de Reclamos",Taurus 100%,MXN
NC/000053/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,"Leo, Phoenix",100,Aseguradora del Norte,"Tecnologías Avanzadas, S.A.","Cancún, Quintana Roo",08/08/19 0:00,07/08/20 0:00,Servicios financieros,92937914,Daños materiales y pérdidas por cualquier causa,228019264,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",79446,29564,27852,40719,77619,5090112,100,Claims Made,México,Leyes mexicanas,42,"NMA 2737, Endorsement 1234, LMA 3200, LMA 3100A, LMA 3105, NMA 464","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Cobertura Extendida; Limitación de Sanciones; Ampliación de Cobertura Y; Exclusión de Daños por Agua","Leo 39%, Phoenix 61%",USD
NC/000053/2019/2020,Soporte,Reaseguro Facultativo,Líneas Financieras,Leo,39,Aseguradora del Norte,"Tecnologías Avanzadas, S.A.","Cancún, Quintana Roo",08/08/19 0:00,07/08/20 0:00,Servicios financieros,92937914,Daños materiales y pérdidas por cualquier causa,228019264,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",79446,29564,27852,40719,77619,1985144,39,Claims Made,México,Leyes mexicanas,45,"NMA 2737, Endorsement 1234, LMA 3200, LMA 3100A, LMA 3105, NMA 464","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Cobertura Extendida; Limitación de Sanciones; Ampliación de Cobertura Y; Exclusión de Daños por Agua","Leo 39%, Phoenix 61%",USD
NC/000053/2019/2020,Soporte,Reaseguro Facultativo,Líneas Financieras,Phoenix,61,Aseguradora del Norte,"Tecnologías Avanzadas, S.A.","Cancún, Quintana Roo",08/08/19 0:00,07/08/20 0:00,Servicios financieros,92937914,Daños materiales y pérdidas por cualquier causa,228019264,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",79446,29564,27852,40719,77619,3104968,61,Claims Made,México,Leyes mexicanas,28,"NMA 2737, Endorsement 1234, LMA 3200, LMA 3100A, LMA 3105, NMA 464","Cooperacion de reclamos, Exclusión de Guerra y Guerra Civil; Cobertura Extendida; Limitación de Sanciones; Ampliación de Cobertura Y; Exclusión de Daños por Agua","Leo 39%, Phoenix 61%",USD
NC/000054/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Ramos Técnicos,"Pegasus, Perseus, Mars",100,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.",Ciudad de México,28/07/19 0:00,27/07/20 0:00,Ingeniería y construcción,34322272,Daños materiales y pérdidas por cualquier causa,474558425,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",62917,95718,60988,44881,40885,2779315,100,Claims Made,México,Leyes mexicanas,42,"NMA 2737, LMA 3110, Endorsement 5678, LMA 3105, LMA 3092, NMA 2738, NMA 3001, Endorsement 9101, NMA 2962, LMA 6000A","Cooperacion de reclamos, Cobertura Adicional X; All Risks; Ampliación de Cobertura Y; Control de Reclamos; Control de Pérdidas; Protección Legal; Cláusula Complementaria; Prevención de Robo; Gastos de Defensa Incluidos","Pegasus 30%, Perseus 44%, Mars 26%",MXN
NC/000054/2019/2020,Soporte,Reaseguro Facultativo,Ramos Técnicos,Pegasus,30,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.",Ciudad de México,28/07/19 0:00,27/07/20 0:00,Ingeniería y construcción,34322272,Daños materiales y pérdidas por cualquier causa,474558425,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",62917,95718,60988,44881,40885,833794,30,Claims Made,México,Leyes mexicanas,23,"NMA 2737, LMA 3110, Endorsement 5678, LMA 3105, LMA 3092, NMA 2738, NMA 3001, Endorsement 9101, NMA 2962, LMA 6000A","Cooperacion de reclamos, Cobertura Adicional X; All Risks; Ampliación de Cobertura Y; Control de Reclamos; Control de Pérdidas; Protección Legal; Cláusula Complementaria; Prevención de Robo; Gastos de Defensa Incluidos","Pegasus 30%, Perseus 44%, Mars 26%",MXN
NC/000054/2019/2020,Soporte,Reaseguro Facultativo,Ramos Técnicos,Perseus,44,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.",Ciudad de México,28/07/19 0:00,27/07/20 0:00,Ingeniería y construcción,34322272,Daños materiales y pérdidas por cualquier causa,474558425,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",62917,95718,60988,44881,40885,1222899,44,Claims Made,México,Leyes mexicanas,23,"NMA 2737, LMA 3110, Endorsement 5678, LMA 3105, LMA 3092, NMA 2738, NMA 3001, Endorsement 9101, NMA 2962, LMA 6000A","Cooperacion de reclamos, Cobertura Adicional X; All Risks; Ampliación de Cobertura Y; Control de Reclamos; Control de Pérdidas; Protección Legal; Cláusula Complementaria; Prevención de Robo; Gastos de Defensa Incluidos","Pegasus 30%, Perseus 44%, Mars 26%",MXN
NC/000054/2019/2020,Soporte,Reaseguro Facultativo,Ramos Técnicos,Mars,26,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.",Ciudad de México,28/07/19 0:00,27/07/20 0:00,Ingeniería y construcción,34322272,Daños materiales y pérdidas por cualquier causa,474558425,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",62917,95718,60988,44881,40885,722622,26,Claims Made,México,Leyes mexicanas,38,"NMA 2737, LMA 3110, Endorsement 5678, LMA 3105, LMA 3092, NMA 2738, NMA 3001, Endorsement 9101, NMA 2962, LMA 6000A","Cooperacion de reclamos, Cobertura Adicional X; All Risks; Ampliación de Cobertura Y; Control de Reclamos; Control de Pérdidas; Protección Legal; Cláusula Complementaria; Prevención de Robo; Gastos de Defensa Incluidos","Pegasus 30%, Perseus 44%, Mars 26%",MXN
NC/000055/2020/2021,Pre-nota de Cobertura,Reaseguro Facultativo,Transportes,"Taurus, Gemini",100,Protección Total S.A.,Corporación Turística México,"Cancún, Quintana Roo",12/07/20 0:00,12/07/21 0:00,Operación de transporte terrestre,7866268,Daños materiales y pérdidas por cualquier causa,316167625,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",45513,67516,92512,57827,29637,9525722,100,Claims Made,México,Leyes mexicanas,45,"NMA 2737, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 2962, NMA 2738, LMA 3100A, NMA 464, NMA 2705, LMA 3105, Endorsement 1234, NMA 2800, LMA 3092, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Prevención de Robo; Control de Pérdidas; Limitación de Sanciones; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Control de Daños; Control de Reclamos; Protección Legal","Taurus 47%, Gemini 53%",MXN
NC/000055/2020/2021,Soporte,Reaseguro Facultativo,Transportes,Taurus,47,Protección Total S.A.,Corporación Turística México,"Cancún, Quintana Roo",12/07/20 0:00,12/07/21 0:00,Operación de transporte terrestre,7866268,Daños materiales y pérdidas por cualquier causa,316167625,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",45513,67516,92512,57827,29637,4477089,47,Claims Made,México,Leyes mexicanas,52,"NMA 2737, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 2962, NMA 2738, LMA 3100A, NMA 464, NMA 2705, LMA 3105, Endorsement 1234, NMA 2800, LMA 3092, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Prevención de Robo; Control de Pérdidas; Limitación de Sanciones; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Control de Daños; Control de Reclamos; Protección Legal","Taurus 47%, Gemini 53%",MXN
NC/000055/2020/2021,Soporte,Reaseguro Facultativo,Transportes,Gemini,53,Protección Total S.A.,Corporación Turística México,"Cancún, Quintana Roo",12/07/20 0:00,12/07/21 0:00,Operación de transporte terrestre,7866268,Daños materiales y pérdidas por cualquier causa,316167625,"Daños por choque, incendios, robos en vehículos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",45513,67516,92512,57827,29637,5048633,53,Claims Made,México,Leyes mexicanas,22,"NMA 2737, Endorsement 9101, Endorsement 5678, LMA 3200, LMA 6000A, NMA 2962, NMA 2738, LMA 3100A, NMA 464, NMA 2705, LMA 3105, Endorsement 1234, NMA 2800, LMA 3092, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; All Risks; Cobertura Extendida; Gastos de Defensa Incluidos; Prevención de Robo; Control de Pérdidas; Limitación de Sanciones; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Control de Daños; Control de Reclamos; Protección Legal","Taurus 47%, Gemini 53%",MXN
NC/000056/2024/2025,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,Jupiter,100,Fideicomiso GDL,Operadora Marina de México,"Monterrey, Nuevo León",05/09/24 0:00,05/09/25 0:00,Servicios financieros,83284610,Daños materiales y pérdidas por cualquier causa,181009508,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71505,59221,97820,64089,86494,2826331,100,Claims Made,México,Leyes mexicanas,57,"NMA 2737, LMA 3110, NMA 2800, LMA 3092, Endorsement 1234, NMA 464, NMA 2738","Cooperacion de reclamos, Cobertura Adicional X; Control de Daños; Control de Reclamos; Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Control de Pérdidas",Jupiter 100%,MXN
NC/000056/2024/2025,Soporte,Reaseguro Facultativo,Líneas Financieras,Jupiter,100,Fideicomiso GDL,Operadora Marina de México,"Monterrey, Nuevo León",05/09/24 0:00,05/09/25 0:00,Servicios financieros,83284610,Daños materiales y pérdidas por cualquier causa,181009508,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71505,59221,97820,64089,86494,2826331,100,Claims Made,México,Leyes mexicanas,39,"NMA 2737, LMA 3110, NMA 2800, LMA 3092, Endorsement 1234, NMA 464, NMA 2738","Cooperacion de reclamos, Cobertura Adicional X; Control de Daños; Control de Reclamos; Exclusión de Guerra y Guerra Civil; Exclusión de Daños por Agua; Control de Pérdidas",Jupiter 100%,MXN
NC/000057/2022/2023,Pre-nota de Cobertura,Reaseguro Facultativo,Ramos Técnicos,"Pisces, Aquarius",100,Aseguradora del Norte,"Servicios Integrales del Valle, S.A. de C.V.","Veracruz, Veracruz",17/03/22 0:00,17/03/23 0:00,Ingeniería y construcción,84179531,Daños materiales y pérdidas por cualquier causa,425863496,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",39369,51745,24138,95047,34404,6478535,100,Ocurrencia,México,Leyes mexicanas,59,"NMA 2737, NMA 3001, NMA 464, NMA 2705, LMA 3105","Cooperacion de reclamos, Protección Legal; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y","Pisces 2%, Aquarius 32%, Taurus 66%",MXN
NC/000057/2022/2023,Soporte,Reaseguro Facultativo,Ramos Técnicos,Pisces,2,Aseguradora del Norte,"Servicios Integrales del Valle, S.A. de C.V.","Veracruz, Veracruz",17/03/22 0:00,17/03/23 0:00,Ingeniería y construcción,84179531,Daños materiales y pérdidas por cualquier causa,425863496,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",39369,51745,24138,95047,34404,129571,2,Ocurrencia,México,Leyes mexicanas,50,"NMA 2737, NMA 3001, NMA 464, NMA 2705, LMA 3105","Cooperacion de reclamos, Protección Legal; Exclusión de Daños por Agua; Acción Razonable; Ampliación de Cobertura Y","Pisces 2%, Aquarius 32%, Taurus 66%",MXN
